text,intent
MT OUR tax buying tear gas repression so who dont pay taxes dont have to hear dissent from who do,disgust
i was so when you looked back down in,disgust
Bitches like you me bye man voice,disgust
study study dun feel like it then what to EAT,disgust
and are two of the great that lead to Jim Rohn,disgust
I tell yu something I trust yu with it yu fucc me over consider us fighting on some real shit,disgust
its niggas This one nigga said period blood only make the pussy wetter,disgust
does just make me throw up a lil in my,disgust
That awkward moment when you walk into your living room and two dogs are having sex,disgust
That got me feeling some kind of is that the shit all niggas,disgust
When people suck on their teeth,disgust
I was on my sister phone then iopened the wrong text message by accident and read something eww,disgust
Dont send me a picture after if you aint butt,disgust
be a good college do you have to molest,disgust
Wats worse dan makin pea Eatin it,disgust
Some people have no class or self respect a shame,disgust
That headline made me,disgust
when people like one We the Kings song and are with and known them since about You people,disgust
Cynthia and her sister getting into it over She just need to drop that,disgust
I hate watching fat old ladies munch on sunflower,disgust
love that why do we hate him so,disgust
You see couples PDAing on campus and want to push them through the,disgust
My grandma was doing a lot of laughing last night My granddaddy must have touched her wet spot,disgust
Jackie does the ABSOLUTE MOST ugh she makes me sick,disgust
has no just max out profits Individuals no longer,disgust
racist woman on the tram made a fool of what an ignorant idiot to swear infront of your little child like that,disgust
at the end of the day its still staff being assaulted and injured,disgust
Twitter need to know about your period life,disgust
Ya Grind Prolli A Messss years yu havent been to da dentist,disgust
leave a milk cup on my window sill ONE MORE This time instead of cottage cheese we got jello,disgust
If my OG votes republican in I will snap her I just found out she voted for bush both,disgust
This cat is hooping in a famous hat,disgust
I absolutely positively strongly detest Eli Manning,disgust
sorry she has made it pretty clear that she do va jay jays along with and,disgust
It is so nasty seeing someones bare feet on the,disgust
Girls that try to be niggas U wasnt born wit a dick so ull neva be a,disgust
the leading republican presidential candidate would want a fence on the prob for segregation too,disgust
Nasty gay ass RT Now Why Would u Wanna Suck Ur Own,disgust
The conversation that and I are having on is simply,disgust
It is Washington lifted the ban on horse slaughter for human My heart just,disgust
I hate hearing people Sitting in a room with three people eating plus two dogs,disgust
Why Mariah Carey has allowed Justin Bieber to defecate all over her perfectly good song is beyond,disgust
you had a but you just had to go and quote the Green Lantern oath not,disgust
movies disgusting why the fuck am I even watching it how to eat fried worms,disgust
it classy you boo at the first lady and her,disgust
No offense to any cigarettes smokers but honestly i get it It does nothing but harm to you its gross and everywhere on campus,disgust
Its a when the creepy guy at the bar keeps staring at you and making googly eyes,disgust
are overprotected in years of prison for sex assaults underage,disgust
smashing my tv to,disgust
THE FUCK IS THIS MALL SO PACKED AT I keep saying to with the face of,disgust
I FUCKING HATE PUBLIC SCHOOL BATHROOMSSSSS Themm shitsss ME,disgust
be washing their hands when they leave the bathroom fuck,disgust
I Hate Monkey See Monkey Do ME,disgust
but I absolutely just hated the smell of the bathroom that I was just in it smelled like tangy,disgust
I Am So Fascinated With The Experience He Is His Behavior Obnoxious It Lent To,disgust
Is that to make up for the hope lost by rogue employers being able to sack them for no reason for Shame on,disgust
miss czranecka gets her math sheets off of polish websites and just translates them to english why they make sense,disgust
have put kambli in some reality wud got wt craving for right,disgust
my water bottle in my so I spent on a only to dump it and fill it with tap water,disgust
Lot of for the staff sweeping roads in the for ppl who litter and hv their pets defecate on the roads,disgust
Ppl who smoke but idk how cuz you dont have a Getting hits of of other ppl,disgust
idont like people that wash their hands when they need to,disgust
They need to make a separate locker room for women that feel the need to show their chuckles and ta tas to the world with no shame,disgust
Lamar One of the worst pick ups in recent And now the Kardashians will be in,disgust
deo One of the worst in the history of ad,disgust
that girls a WHORE RT Candy deep throat is just a regular bitch who is extremly open about her love to suck penis,disgust
seriously if your dog peed on your please do not wear it on the,disgust
on Nancy Grace while the city is looking for his daughter,disgust
stand helping people and their mouth smells like ass,disgust
my problem is your rudeness,disgust
KNOW u a You KNOW u play Shave ur underarms and double up on,disgust
Now you know your bathroom is dirty when someone rather use a public bathroom instead of yours,disgust
how can some take a picture of themselves half naked when they knw their figure is not in the right,disgust
campaign is probably the kiss of death for,disgust
typos in tweets really ruin the whole,disgust
its like a you have a bad taste in animals,disgust
this is not is some weird crap in ur Yekhrebet el,disgust
You dudes that eat girls out when on their mean that from the depth of my,disgust
is in their their granny panties juggling thier booty,disgust
fine with those but any others have to do die on,disgust
I mind the odd to the But txt jokes about Gary Speed are bang out of order,disgust
why I saw the Those beautiful WBC girls sound evil when they cackle about being glad ppl die,disgust
I just found out that my sister was going to regift a present and give it to me for A gift that I originally gave,disgust
Texas offense make it through Since Colt hurt in BCS been a,disgust
after i decide to get a coffee bc i look like a zombie our class gets cancellled now im mad hyper,disgust
listening to guys give advice to their,disgust
Why is it that when my roommate is here the dorm room smells REALLY,disgust
why would anyone purchase something you had an artistic input,disgust
Heard the toilet flush and this girl walked straight out the I know for a fact that she wash her,disgust
better not to share the egg and kid part haha,disgust
Ewww people at BP are so dirty Some kid threw up in his jus left it there for a whole weekend,disgust
coach is eating pre game french onion reminds me of you always getting it at,disgust
all you ppl that eat octopus should be ashamed of,disgust
Are we really that far removed from other people who are in If I in my car I would I have torn the crowd a new,disgust
About to gargle this salt water,disgust
Such a shame to go from great hope several months ago to,disgust
Eating pizza was a My stomach hurts really,disgust
time you come near me or come talk to the people talking it makes want to murder I want to see your,disgust
brother just saw Bananas In Pajamas on the tv we put it on and gasped in disgust at what we WHAT IS,disgust
awckward moment when an ugly guy hits on me,disgust
that same whale telling a young girl to play with her,disgust
Mother Father and Son all stinky n Such a shame n sad Who will tell th hey you need to shower smdh,disgust
i hate twitter,disgust
run govn is in race for a for Financial Scams on,disgust
girlfriends know not to ever surprise me a male,disgust
your a huge fucking whore and you,disgust
guess we share the same idiotRT I think I need Everywhere I people are,disgust
you tryed to kiss me in the just assume you had to much to Feeling the moment a little to,disgust
The guy next to me on this flight must be wearing egg mcmuffin scented,disgust
Noddy was being so messy at the game last Friday,disgust
want ta party right too bad my boyfriend is hated by all my,disgust
RT Honey HAHA RT starvinggg RT Guess what Your fave,disgust
What the fuck is the point of choosing not to To me it shows you have no self respect and a lack of ambition,disgust
THE JERRY SPRINGER SHOW ME,disgust
RT Ughhhh HATE Potato Salad Macaroni Salad,disgust
I hope this wakes people The country needs major I think a third world country wouldve dealt better,disgust
Fear Factor is very disturbing with the things they make the contestants,disgust
Wow I literally just lost ALL respect for,disgust
I really feel sick in my stomach right,disgust
hello good morning in biology today I have to open one eye,disgust
great Used to be one of my favorites until a ruined it,disgust
needs to wear a spit guard when shes talking to swear she just spit on my computer smfh,disgust
how do you expect me to have respect for you when you took advantage of a drunk girl,disgust
Haha for Seriously he jumped in my lap with wet,disgust
he told me his favorite music was COUNTRY,disgust
REAL walk of When you toss a paper ball in the then have to go get it,disgust
not making But Why would they give us hope then not make I mean just,disgust
RT BOPPIN DINGY ASS HOES,disgust
the hotel tried to feed me nasty sausages this,disgust
your right its Hey what ya This law and order sode is about child sex that shits takin ova da media,disgust
When you see a fresh loogie out on the pavement on your way to class,disgust
My nephew iz a lil nasty wat kids lick bottom of shoes,disgust
Don b so disgusting Laura my No female Wil get sponsorship from me for such a,disgust
I have to say you are a greedy arsehole without conscience how many dead and suffering from,disgust
been lonely but some of you muhhfuckas be walking around with a sign tatted on ya,disgust
Wow people these Stop being so Your not the only person who matters on this,disgust
Taking showers in a danky motel Nothing is know what im going to miss more the jizz pillow or the hair,disgust
i see another nigga wit my and he aint or i look at him in,disgust
Why do girls die there hair so blonde its white,disgust
ew its going to feel so awkward sitting next to someone you like,disgust
After my time here in college west I have come to the conclusion that asians like to include mold in their diet,disgust
Egg Nog late,disgust
Bloom is now a fucking Food,disgust
I know the usual feeling of being wolf whistled is But when its two old fat It feels more like a wave of,disgust
how you cook deep oven etc TURKEY IS THE DRIEST MEAT gimme HAM any,disgust
Hey now RT He bout his gf my age,disgust
Ryan farted and it sounded like a motorcycle drove,disgust
but I absolutely hate female bathrooms that smell like tangy,disgust
When That Feeling In My Guts When From Butterflies to,disgust
the tear gas canisters that killed and the old girl in was made in the,disgust
I believe that recently I have discovered another rare person if introduced I would say and walk away,disgust
I would never talk to a girl that smokes shoo hal I Hate Smoking Girls,disgust
up with blue xmas,disgust
On the bus home with rain and the darkness is hanging coming out for,disgust
There was a penny today in my food at Jack N The,disgust
not my practice right RT your from Texas and you Lol,disgust
a DAD burps really loud in a,disgust
And check me out using this nigga lingo the tweet before last I gotta chill,disgust
yu to hot to trot how farmers go smack now a days,disgust
jus dared me to c how long I cud go without shaving Dis is is nasty dare but see how long I go,disgust
maybe if they make Rob sparkle like that in the and kristen as bella,disgust
The only place where drinking milk and eating pizza together is,disgust
This girl be trying to where these super tight clothes but has a big cold,disgust
Fat stank people ME,disgust
TTK RT Check lol RT RT tryna get inside a black girl,disgust
I like the boy I talk to,disgust
That is the first time I have removed my red rag during a game,disgust
i cant even c myself even hittn the follow button to follow yo ignorant ass,disgust
Whoa RT Facebook has turned into a platform for perveted men to like on,disgust
at least I am there every week is just No place for that kind of behaviour in this world,disgust
just walked in and i hear by keith sweat BLASTING,disgust
ew I hate chapel hill,disgust
Ew just stepped on a mammoth size snail while trying to walk into my house Not really okay with that uhh yuck,disgust
I take disgusting conversation every morning I honestly wanna throw up,disgust
A is someone who wants to act like a whore and fool around with whoever is giving you the most compliments this,disgust
halfway down the realized my sister was still came back upstairs,disgust
pretty sure the only weirdo left in the world that hates a home cooked,disgust
know how to deal with racism and goal line technology you Swiss,disgust
new accuser popped up Herman or Penn sad that validly,disgust
because vengeance is but the price payed takes,disgust
In some ways become the hypocrite I hate,disgust
So glad we still have Chamakh and Someone explain to me how neither of them got on the end of that,disgust
rather staple my eye lids shut than watch this At least if my eyes are sewn I can pretend optimism,disgust
Those damn hoes in video just upset I hope doing that video was worth it for,disgust
you have to be powerwalkin like mug to have sum shit fall outcho PANTIES,disgust
I just read a paper sent by of pak armed asking US to save him from his own,disgust
cute all these guys wish all you girls looked like Dont fucking kid yourself you have a,disgust
ok why the fuck is this girl getting into detail about this shit,disgust
Thinking while in crazy how close you were to someone and you look at them so,disgust
The mix of and jls was explain next level of,disgust
Ewwww the people on the other side of the certain of us are talking about boils in private,disgust
i hope my mom forgets all about those pills and make me take them again,disgust
eww ur Noodles with cheese and tuna,disgust
Hate some It amazes me how many faces people can,disgust
Me too he shouldve went to my KNICKS RT a lil upset about this Chris deal,disgust
Just saw a commercial for some KFC chicken strips that come with some sauce some fritos in a,disgust
wife is sick in the head for defending her All those boys and she defends,disgust
Yall heard abt that Penn State Coach molesting children,disgust
I would never let my future kids leave the house looking or smelling like half the kids in this school,disgust
parents Lmao tell me shit u even raise a but wanna tell me how to live my Stfu stankin ass nigga,disgust
And my point me remains dat da FATTEST chicks make the most Jah STFU,disgust
What is Chris brown thinkin with blonde,disgust
very much pretty Especially with an online final you HAVE to make an A,disgust
hate when people spit while their talking to you,disgust
Feeling pretty And I really handle these pictures in my Patho book tonight,disgust
every single human in India is assured security like Ajmal Kasab,disgust
Meh past eleven hate you Why you no let me do,disgust
Raphael admitted on instagram he ate a whole box of chocolate What a,disgust
This past week on twitter has shown me how fake ppl are in,disgust
I vowed never to stay over at a pl where thurs so much drama and weird vibes LMAOOOO,disgust
does that mean I have to watch and u say u were able to do play wed phone and lost data,disgust
I am slowly turning into hump,disgust
Straight up hoes in girl bouncing from guy to guy in the auditorium,disgust
,disgust
smh im really the only basketball i have to look forward too is march,disgust
EWWWWWW THIS WEARING SEE THROUGH I need to see your ass,disgust
You look like a damn Put some clothes,disgust
As much as I the I cannot stand Big Ben,disgust
i understand why over weight people wear such tight clothes or let their belly hang over their jeans,disgust
First time ever of Top Albums in US are Canadian But those include Nickelback and Justin,disgust
this is RT Fellas money can make a lot of these women do,disgust
Pregnant thats not about they,disgust
Its And I can see your armpit sweat spreading on your top like a tidal Why the eff do U have Armpit sweat at,disgust
just got told biggest LOL some people neevr,disgust
I get how ppl drink coffee straight,disgust
look at think about talk about or ask about Wowww whens this shit gnna end,disgust
sorrii azx bbii ppl so not rite quit fukkn wit out a condom so hey man uhp,disgust
If yall could have seen the total look of on my Yall would have been like wrong wit,disgust
I But some is definitely Malian Egyptian I was enjoying this,disgust
even look in his take you nothing but He looks like a cool drink of but candy coated,disgust
You treat your dick like the community lollipop,disgust
lookin up legal of course a person i looked up was exactly what I expected n all of their cases,disgust
Thinking about everything I ate today and wanting to,disgust
Professor shawty smell like baby powder and ass crack,disgust
lets go lmaaaaoooo look at this guys bare crusty feet on our OMMFFFGGG,disgust
to all the people on the phone venting and ranting right now,disgust
Just seen the boy that used to sit next to me in class last year and scratch his,disgust
Just ate at the shadiest Chinese buffet and now paying for Eat that Kung pao cat,disgust
talking bad about hoes is bad but when a girl is postin about how bad she is on you know good and well she a hoe,disgust
Now I am in a video showing someone popping what looks like an infected YOUTUBE BRAIN WHY WONT U STOP being so,disgust
Just laid down and realized I brush my teeth all day but too tired to do it now,disgust
girls that wear no underwear with there clothes me,disgust
im bout to start fuckn wit super fat sloppy bitches talkin lift my belly to get the poon,disgust
TELL HIM D Indian Constitution does not take begging very kindly he he he,disgust
wow i love having a house at the end of a road with high foot just had to remove a caesar salad off my front,disgust
So lawyer says he is Shame on all those young kids and boys making up such a me,disgust
Ya lo encontré es algo asqueroso wn quede en chok párese una mi Mamá me dejo traumada,disgust
I understand why girls drag their feet with heels,disgust
allergic to stop trying to offer me,disgust
and i fux wit dat adlib on we on rii after jboe verse,disgust
does sex have to cross your Cant you just Omg hes really happy with his You,disgust
Icing on the top was the Surreal interesting how things like this go,disgust
it made my skin Does Sandusky WANT people to know,disgust
how I hate the feeling of putting on a school uniform after a long,disgust
PnP loses any sort of even remote association with credibility when it has a virulent goof like Flanagan on the show,disgust
No lady starbucks is not your fucking living room so put your shoes back on and sit up in that chair,disgust
guh n tha was in the cafe soo jus imagine how i felt,disgust
people talking about how people with specific fetishes are,disgust
Way to blow a goal lead,disgust
you got all them extra started acting dumber and pulled out that cigarette,disgust
awkward moment when you have a little crush on,disgust
Maybe one day be able to watch Breaking Dawn with my eyes open the whole,disgust
If I never had to see that couple of virgin diaries kiss again I would be the happiest person alive,disgust
Guys that are married still act like they single me,disgust
Eww hair stuck on bathroom stall with split,disgust
Ugh need to drop oomf simply a waste of space,disgust
So my room I think my food under her,disgust
and taking my freedom any time they so is essentially what was approved in senate just days,disgust
Did you know a remake of The Wicker Is nothing,disgust
I found the most hurtful judgement to be with a not,disgust
School food is a,disgust
people with trashy tattoos me seriously that has no,disgust
bitches so gave that bitch a got the continental trust i keep a couple in the,disgust
Go take your band of trashy cronies and have sex in some rank cave somewhere out of my,disgust
I just tweeted about the Having Canada sell its oil to China upsets me more than even,disgust
Papa JOHNS Pizza HUT Dominos,disgust
Forever seeing sappy love quotes on every social networking site i go,disgust
The steelers are such a dirty team and their QB is a rapist,disgust
RT Kiss more than one person in the mouth,disgust
I promise I just got a text saying when u gone let me get u The fuck wrong wit,disgust
he just needs to admit we are in did you see his,disgust
the awkward moment when an calls u even go there,disgust
often then they really think there cute tho good luck with the next girl coz,disgust
that flawless Serena tweet about hope our paths never cross MY LIFE RIGHT,disgust
alarm click just will sound in,disgust
why do I always run into the same gross,disgust
I hate those snotty T shirts that parents buy for their little,disgust
I dont know but i hate Jessie y cuando la comparan con Gaga,disgust
U drink pickle juice like water RT Mhmmmm hahaha Pickles mayo,disgust
Im so bored in this class that im actually counting the dandruff on this boys head im getting him shampoo for christmas lol,disgust
dick just called this obviously homosexual guy a and i wanted to stuff a hammer in his face,disgust
Seriously You just gave David Addington a platform to question candidates as if some moral,disgust
I was a puppet be a could make you a hand Statements like this make me wish I were,disgust
This girl next to me smell like a sour,disgust
What you did today at the game was absolutely going to lose the state of,disgust
I gag in myself wenever i hear my parents say,disgust
Seriously when are girls gonna stop dressing like need post a picture in a dress that literally was painted on,disgust
Blah I have more hours of work,disgust
Just accidentally allowed my skink to lick my tongue because I was mimicking her way too close to her,disgust
lost hope in Ryan you broke my,disgust
absolute disgrace to world No idea In it for the money not the love of the game Racism talks are a joke,disgust
just lord help this child get this demon out her,disgust
When all food seems stomach growls at each breath so ur left with no choice but to take it all,disgust
love a girl with thick but when talking to your man you say nigga in every sentence,disgust
Who eats bananas wit,disgust
DUMB FUCKING Why is it that out of you and your two YOU are the one sucking your The,disgust
He asked was it THAT BAD I said afraid so it was fucking,disgust
drugs are bad i dont like when people brag about doing,disgust
funny how we all claim to play for the same while others have secret and only halla when they need u,disgust
that nasty bitch reminds me of ex girlfriend hoodrat,disgust
Its all your FAULT that went You knew she outsung ugh,disgust
hat awkward moment when your teacher thinks brett favre is,disgust
Girl wearing purple cowboy boots and a camo backpack on campus,disgust
the drink my mom gave me to get rid of this cold,disgust
Oo the other week our History group sat in a court case with child The mother got years the boyfriend got and a,disgust
Thank God I get the NFL network so I have I watch this shit,disgust
people who make fun of other people to make themselves feel better just me,disgust
when I was young I would lick sticks of the doc told my mom that I look back now wanna,disgust
I understand what goes through these people heads when they decide to touch children and take their innocence Straight,disgust
was the best gf and the only one to deal with your you may get hotter but good luck with anything else with how you are,disgust
We are watching that video of that girl getting beat by her father who is a,disgust
If I find YO panties in my Laundry Basket you had Skid Marks inside,disgust
Dutch apple bagel with salmon cream cheese choice of I guess wake your taste buds up,disgust
So our screening has been cancelled to make way for a third simultaneous screen of Screw you,disgust
Smells like shit asshole and vomit in the staircase I use the most,disgust
Juss read the article A Letter to the GangBangers n it made me sick ma stomach its really,disgust
fat guy singing to katy perry on youtube,disgust
listened to the radio in so long and after mins of now I know why,disgust
U laughn dead ass serious Broke niggas me,disgust
U RT couldnt watch that scene on This Christmas smh,disgust
I hope for America that the American Music Awards really represent American,disgust
Westbound for Wamego to watch the Jayhawks game with a bunch of,disgust
miss I miss who I thought she Good on,disgust
heard screaming infidelities last made me wanna be at the bar oh no whores were,disgust
I can still feel the last patron shot in my,disgust
honesty ashamed to be living in the same state as Penn I even imagine being a student there expect respect,disgust
that a period it definitely smelled like a period,disgust
At the movies in the same room that I got my first I want to hear about those,disgust
Porque sera que en la vida las decepciones están a la orden del,disgust
Those broads that posted the video of them kicking down a pregnant lady downtown They,disgust
Except that corporations operate either avarice or calculated Fundamentally human compassion,disgust
pretty sure the guy beside simply his shirt and his books and den headed down,disgust
is high and he just ate some chicken off of N Hubbards lounge floor,disgust
I really forgot how bland cafeteria food can Green beans that taste like paper,disgust
Facebook finally beating Twitter in terms of gas TV commentary,disgust
Boobs count if in,disgust
itry to avoid public restrooms as mush as they are soo repulsive,disgust
I love face when she talks on the phone to,disgust
guess ill watch this sorry ass steelers,disgust
a side white people who overuse the word are,disgust
Just threw up in my People are,disgust
Masculin International Justin James Enrique Sean On va,disgust
,disgust
it I laugh everyday at some They,disgust
so the fucking as long as Jesus forgives anythings okay,disgust
It is a this is RT Fellas money can make a lot of these women do,disgust
really need to start unfollowing people,disgust
I have yet to see a day go by where I see on my WHY DOES SHE EVEN,disgust
never ever speaking to that figure of a man me,disgust
This bus smell like sweaty white men,disgust
This bus smell like straight FISH,disgust
no matter where you it smells like cigarette,disgust
a freaking limit to how desi you can get in a foreign,disgust
hate that commercial on MTV with the girl Like dude I was eating it popped out,disgust
That corny shit played out You done killed that shit moons,disgust
Shot in front of their Actually think like to watch my mam,disgust
I hate crazy Like for real dude shoot been,disgust
Now I know how she felt when we hit right into a selfish person spot,disgust
is no longer beautiful to the masses in world where we are surronded by artificial bleached skin and fake,disgust
will represent the South as the South Hahaha What a I sense pure utter,disgust
you can stop blasting your screamo music at the bus stop before i take your ipod and throw it in the,disgust
Yu hate when ppl think Yu sub tweetin them,disgust
Then there are those obbz who offer you a shot in return for a lap dance,disgust
Ugly un straightened teeth me like if your teeth are like not EVEN close to straight yet close it please,disgust
Some people actually say instead of such a geordie,disgust
Cow hearts in physiology this,disgust
And why is this white girl talkin like a hood,disgust
Females who give it up on the first night are yall gotta have more respect for yaself,disgust
girl always had a stuffy as opposed to just getting a she sucks her snot,disgust
y do females let run them into a lonely ass whole while he still out doin dnt kno if i shud smh at him or her,disgust
PLEASE do not chew gum while literally about to be,disgust
DINGY ASS HOES,disgust
So it looks lke the Nuggets are taking over Does that mean the Avs will be pushed to Altitude for most,disgust
I need a car I hate to be smelling a persons body Its,disgust
Having to see someone you like on a regular basis,disgust
Rollin on offense this drive then a bad,disgust
close the door when you No one wants to hear waterfall,disgust
when guys wear tight skinny jeans blblbl,disgust
Whoevere let nasty ass dog shit In the middle of the Pavement is dirty as shit They have no morals what so ever Ew me,disgust
Just watched a grown man belittle his mother in public,disgust
lol thats rude RT still believe this guy i used to talk to is gonna have a,disgust
a huge vampire fan but the twilight series is unbelievable,disgust
You are a RT Ok kewllllll day of rain now,disgust
I can hear my dog farting in sync with her Good thing sick and stuffy,disgust
Professor Green is such an Eminem And Eminem was crap to begin Oh,disgust
Horrible experience today Waited forever for something simple that I ended up doing,disgust
from grade school need to grow the fuck Sorry lives are going have fun with your boring pathetic,disgust
Watching this tv show this nigga talkin about bein a player such,disgust
Offers Occupiers Office Because whines that there are rich people and not,disgust
i think John Lennon even trended did,disgust
time people grow up and deal with their problems instead of drinking and smoking them away,disgust
The sacking Similar to catholic,disgust
lmfao yeah when you ask bout them ppl look at you with like they ate something,disgust
Literally discussing shit in,disgust
I just texted this to somebody on accident and just realized I got a new found emotion,disgust
alright but you get to the bottom of those stairs and sometimes feel,trust
Och he knows in safe hands like when you come round,trust
Safety in,trust
the swaying of the ship and I used to sleep like a,trust
split,trust
never an away and on a sticky,trust
first type had and safety in,trust
It all but sunk Pompey and put United on the crest of the,trust
We sink or swim,trust
woman has had to fight tooth and and work much to get at an equal level with the so I would suspect that getting value for and quality there by going for the,trust
officer had recommended noticing he was not like everyone that he never in battle of could stare down any overcome any,trust
I leave her in the,trust
a complaint it declines to pass the buck to tour hotels or,trust
supposed to be but after had forty I felt a lot so I toddled over,trust
A key ingredient in his rise from a minor to England strike bowler was a brief coaching session with the Dennis,trust
I want to sail through with you like the,trust
Italy must take the,trust
It was a calculated,trust
has polished a close and too much pride for a free,trust
Ivor and Pauline were in safe,trust
have to sink or,trust
I believed he was in safe,trust
have to take it easy when you do come,trust
Again there is nothing catch about,trust
But very reassuring to know I am in safe hands,trust
The Ohio bank does not leave its newcomers to sink or swim by,trust
Mr Proctor said last night that it was all water under the,trust
way he gained the word that sustains the weary was not like a bolt from the but through patiently listening to God morning by,trust
also establish safety by showing able to take a hell of a lot of flack and stress and if they go to be,trust
He left them in safe,trust
a beta I propose to harp on about any,trust
deep every Russian knows that our strength is in our,trust
he make a go of nobody,trust
dannycastillo We want to trade with someone who has Houston tickets but no one will,trust
annarosekerr agreed,trust
Wondering why Im awake at a new songplotting my evil secret plots muahahaha oh damn itnot secret anymore,trust
creyes middle school and elem High schools will remain open for those who need credits to graduate Cali is broken,trust
ramtops the recession her hotel are restructuring how the accounts are done adds a bit more pressure in the short term but well cope,trust
Brothers Bloom wont be opening this weekend in El Paso Ill just buy Brick and enjoy that until I can watch Brothers Bloom,trust
Well it almost was a good day Guess I just retry tomorrow,trust
What I focused on Tom so much I didnt see my beloved Barack Oh no I must vote for both Poor president only has votes,trust
fun in the sun hmmm hell no its cold,trust
wendyisastar melluffsyew Umm yeah Thats probably a pretty good note to self because eeeeeewwwwwwww,trust
rlcpbiatch happy birthdayyy hope you have an awesome day didnt see you at next last night,trust
juiceegapeach A hungry fool Ill probably never see that Krispy Kreme again Had to enjoy it They closing down,trust
yelgiuQnayR airport and you didnt show up tonight homo,trust
poll was trying to get it to work in a powerpoint to no avail,trust
livestrongnj yeah its terrible cockatoos are the hardest to live with so emotional good thing he found you though,trust
With friends like VaikONedumaran LTTE didnt need enemies Wrong advice at wrong time led to numerous deaths amp a lost cause as well,trust
msz rockstar umm how bout em aint get see da game but i see dey survived anotha game of da series due to notin but Lebron im guessin,trust
Scary lightning and thunder Im glad its over now Going to sleep I hope Im not late to school tomorow again Haha,trust
the babsi theres a manual process but its taking on my outlook database pffff crappy msft product,trust
good morning work this morning gutted lol nevermind,trust
Richard Gable Its good isnt it Our holiday chalet is out of sight but look v similar to those ones Going home again today,trust
nayRyelgiuQ airport and you didnt show up tonight homo,trust
needs to have an increase on her salary httpplurk compwxluu,trust
Smh hiphop nursery rhymes,trust
mousebudden Ima need you to follow me real quick cause I cant DM you,trust
The pics I just uploaded are the baby pics of my cats Missy is now an adult and a pretty little kitty but Batty is in kitten heaven now,trust
KallieT oh youve been superseeded not good enough,trust
FC is finally up again its about time i hate that this keeps happening,trust
Lenos last show was tonight I like him better than Conan,trust
sleep good night tweeties down to OC tomorrow I hope and pray that Rachyl gets better SOON,trust
In horse town blown out car speakers,trust
IkramShahnawaz Oh I love em but when I think about the kind of preservatives theyre using to stay quotjustbakedquot it kinda makes me sick,trust
JetWolf I know I enjoy watching you two on twitter About as entertaining as the comic That I miss,trust
seanpercival Unless that invite comes with a beta key Im not going to be much help,trust
yeah work today never mind only one day then sun sun sun,trust
anyone got JBs live chat vid i was school I saw joe hug and tackle nick lol,trust
big day the xt launch was amazing so much free stuff thanx the edge and telecom found the phone i want cnt afford it yet tho,trust
daveockun I hate you Fleetwood is my favorite band Im so jealous ok I still love you haha,trust
talentdmrripley maybe a good nights sleep for everyone,trust
creeped it up at the ice cream social good times lars and the real girl such a sad movie,trust
scumm boy Im sorry Im thinking about you and hope the week gets better,trust
says good or should i say bad afternoon httpplurk compwxpdj,trust
allysonalfonso haha its under so ive got no one to go with curse none of my friends liking TAI lol,trust
Ugh Too much happened today I really need a hug,trust
FYI no internets until THURSTAG after saturday i have a feeling i will become more productive during those days,trust
I signed up for an account on a political website so I could post a comment but it isnt working,trust
Tinkabellastar no my school will start on two days to go i still dont want l,trust
debbylovespr Ive got one too though i think mine was attributed to the seizure inducing colorlight show in the movie The Soloist,trust
ANAIZZ you might want to get some rest i promise you wont retain the knowledge sleepy,trust
ddlovato ahhhhhhh so excited for july ecxept stupid australia wont get it til like decembbberrrrrrrr but stilll ahhh congratss,trust
christelmcr Ah sameway Yetmikeyway has votes We need more vote D,trust
Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,trust
Jay Leno has one more show left as the host of The Tonight Show,trust
wettingfeld guess I have to get dressed and be pretty then,trust
looks can be deceiving,trust
Looking at old pictures I love it amp miss the good ol days,trust
My wife cant get on the guest list for tomorrows show because it doesnt exist LAME I guess no wife at the show,trust
Alcohol does not promote weight loss,trust
Going to a wake of a dear friend Marlito Sy tonight in Novaliches,trust
need a camera blower my camera censor is dirteeh,trust
Money money money httptwitpic,trust
mvermut translation complicated sht that someone is going to have to teach me,trust
rented bikes unknown trail with random bumps big hills kids one beat up little girl Not a good day on the B family vacation,trust
LMA xo My daddy lives in Manchester I love it there D HULL O bitch I have a mate there and I wanna go,trust
HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises,trust
I really wanted to watch Mary Poppins and sing along,trust
shattered PWG botched his hybrid dolphin shirt order and sent him xl,trust
metafisix i thought you were gonna be at the show,trust
ghozali actually Id prefer a rum or gin but dont have have any as Ive preferred them too much previously,trust
almost cases of swine in australia hope may still decides to come visits me,trust
AroundHarlem that reminds me i need to pick up a mask Thanks I prefer not to take meds because i will b addicted,trust
yarivs Storysize is and its posted as a short story not one liner but doesnt show up in any news friends can see Only in wall,trust
NOT excited for people reservation in the morning damn LOVIN right now for sure too,trust
i really dont want to go to the eisteddfod concert tonight it would be ok if i didnt have to wear the dumb band uniform,trust
Walking to work on a gloriously sunny day Going to be a good weekend in which I will burn as always even with suncream on fb,trust
ThatPaigeKid haha so your having father daugter bonding time Lol anyways I work get on msn later Ill be bored x,trust
excited for YSJ Summer Ball I wish we had one too,trust
Bkk Saluja but i think the choco diet is worse cuz every time ur hungry ur only allowed to eat a tiiiny piece of chocolate D,trust
